"Metabolite","type","Estimate_Age","p_value_Age","Estimate_Sex","p_value_Sex","Estimate_Metabolite","Std_Error_Metabolite","df_Metabolite","p_value_Metabolite","Singular_fit_Metabolite","FDR_Metabolite","Compound.Name","CASNumber","Number.Passed","Retention.Time","Measured.Retention.Time","Product.Mass","QualifierMass"
"M.6","Chol_T_HDL",-0.0048,0.4743,-0.3003,0.04325,2e-04,0.0015,74.19,0.8944,"FALSE",0.9955923,"TG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","",150,7.466922,7.57495,843.6493,845.6559
"M.60","SBP",0.0586,0.6547,-3.1338,0.2626,0.0194,0.0196,61,0.3265,"TRUE",0.9457531,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","DBP",-0.0188,0.8146,-0.7556,0.6568,2e-04,0.012,61,0.984,"TRUE",0.9996524,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","Insulin",-0.0237,0.712,-0.4372,0.7482,-0.003,0.0097,75,0.7546,"TRUE",0.9775621,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","Chol_T",-0.3203,0.2577,-4.6499,0.4361,0.0013,0.0377,72.71,0.9729,"FALSE",0.9996524,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","TG",-0.3004,0.5664,-14.8257,0.1833,-0.0741,0.0784,76,0.3476,"TRUE",0.9457531,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","LDL",-0.2535,0.2371,-4.1034,0.3651,0.0227,0.032,76,0.4802,"TRUE",0.9495391,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","HDL",0.0098,0.904,2.5652,0.1408,-0.0014,0.0121,75.9,0.9078,"FALSE",0.9996524,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","CRP",0.0019,0.924,-0.2677,0.5341,0.0029,0.0031,75,0.3509,"TRUE",0.9457531,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","ApoB",-0.1319,0.4242,-3.6463,0.3,-0.0045,0.0214,69.85,0.8349,"FALSE",0.9851732,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","HDL_LDL",8e-04,0.45,0.0349,0.1107,-1e-04,2e-04,76,0.4523,"TRUE",0.9457531,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.60","Chol_T_HDL",-0.0046,0.4968,-0.3007,0.04126,4e-04,0.001,75.68,0.6686,"FALSE",0.9759918,"TG(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))","",6,9.461,NA,1011.8364,1013.8418
"M.61","SBP",0.0531,0.6881,-2.8097,0.3153,-0.0015,0.0237,61,0.95,"TRUE",0.9996524,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","DBP",-0.0198,0.8051,-0.7402,0.6612,0.0029,0.0144,61,0.8416,"TRUE",0.9855379,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","Insulin",-0.0228,0.7214,-0.4734,0.7277,0.0038,0.0116,75,0.7449,"TRUE",0.9765139,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","Chol_T",-0.3308,0.2272,-4.628,0.4242,0.1258,0.0398,60.16,0.002461,"FALSE",0.3043651,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","TG",-0.2734,0.5862,-15.2194,0.1558,0.2326,0.0881,76,0.01002,"TRUE",0.6643053,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","LDL",-0.2732,0.1914,-3.931,0.3746,0.0725,0.0365,76,0.05075,"TRUE",0.9337687,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","HDL",0.0101,0.9009,2.5587,0.1422,0.0068,0.0141,69.62,0.6299,"FALSE",0.9759918,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","CRP",-4e-04,0.9861,-0.2535,0.5549,0.0037,0.0037,75,0.3123,"TRUE",0.9457531,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","ApoB",-0.1426,0.38,-3.8889,0.262,0.0614,0.0239,62.79,0.0125,"FALSE",0.7724465,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","HDL_LDL",9e-04,0.4108,0.0342,0.1305,-2e-04,2e-04,67.83,0.2119,"FALSE",0.9457531,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.61","Chol_T_HDL",-0.005,0.4517,-0.2974,0.04139,0.0022,0.0011,67.91,0.05657,"FALSE",0.9457531,"C136 - 4.2709994","",9,4.270999,4.348367,1192.815,1192.3125
"M.62","SBP",0.0883,0.498,-2.8035,0.3037,0.0379,0.0211,61,0.07693,"TRUE",0.9457531,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","DBP",0.0018,0.9816,-0.7513,0.6487,0.0219,0.0128,61,0.09157,"TRUE",0.9457531,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","Insulin",-0.0312,0.6163,-0.4426,0.7378,-0.0207,0.0099,75,0.03946,"TRUE",0.9337687,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","Chol_T",-0.3316,0.2365,-4.6257,0.4336,-0.0243,0.0401,74.68,0.5472,"FALSE",0.9759918,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","TG",-0.2815,0.5915,-15.2866,0.171,-0.0565,0.0833,76,0.4995,"TRUE",0.9581558,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","LDL",-0.2771,0.1964,-3.9511,0.383,-0.0205,0.0339,76,0.5466,"TRUE",0.9759918,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","HDL",0.0112,0.8897,2.5557,0.142,0.0012,0.0128,75.85,0.9236,"FALSE",0.9996524,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","CRP",-0.0021,0.9151,-0.2377,0.5743,-0.0057,0.0032,75,0.07642,"TRUE",0.9457531,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","ApoB",-0.1306,0.427,-3.6782,0.2941,-0.0032,0.0227,72.22,0.8895,"FALSE",0.9955923,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","HDL_LDL",9e-04,0.3977,0.0342,0.128,1e-04,2e-04,75.97,0.6203,"FALSE",0.9759918,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.62","Chol_T_HDL",-0.0051,0.4498,-0.2978,0.04252,-5e-04,0.0011,75.98,0.6287,"FALSE",0.9759918,"C137 - 4.908","",119,4.908,4.82115,842.5677,843.5708
"M.63","SBP",0.0509,0.6976,-3.1585,0.2593,-0.0246,0.0247,61,0.3234,"TRUE",0.9457531,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","DBP",-0.0216,0.7744,-1.3209,0.4111,-0.0395,0.0142,61,0.007254,"TRUE",0.5637504,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","Insulin",-0.0189,0.7669,-0.556,0.6823,-0.0104,0.0119,75,0.3875,"TRUE",0.9457531,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","Chol_T",-0.324,0.2496,-4.5664,0.4429,0.0093,0.0464,69.06,0.8415,"FALSE",0.9855379,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","TG",-0.2376,0.6508,-15.6818,0.1619,-0.049,0.0977,76,0.6172,"TRUE",0.9759918,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","LDL",-0.2763,0.1975,-3.7651,0.4067,0.0249,0.0397,76,0.5328,"TRUE",0.9759918,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","HDL",0.0089,0.9126,2.594,0.1375,0.0049,0.015,74.81,0.7448,"FALSE",0.9765139,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","CRP",0.0013,0.9476,-0.2708,0.5305,-0.0031,0.0038,75,0.4205,"TRUE",0.9457531,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","ApoB",-0.1276,0.4387,-3.7399,0.2885,-0.0062,0.0262,67.3,0.8131,"FALSE",0.9851732,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","HDL_LDL",9e-04,0.4008,0.0335,0.138,-1e-04,2e-04,74.2,0.6091,"FALSE",0.9759918,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.63","Chol_T_HDL",-0.0046,0.5019,-0.3044,0.04131,-8e-04,0.0012,73.61,0.5106,"FALSE",0.9653993,"PGP(16:1(9Z)/20:3(8Z,11Z,14Z))","",29,3.853,3.91705,868.5089,869.5114
"M.64","SBP",0.0378,0.7876,-2.7126,0.3342,0.0115,0.0372,61,0.7588,"TRUE",0.9776186,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","DBP",-0.0384,0.6504,-0.6305,0.7093,0.0152,0.0225,61,0.5008,"TRUE",0.9581558,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","Insulin",-0.0145,0.8227,-0.6846,0.623,-0.0108,0.0153,75,0.4828,"TRUE",0.9514029,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","Chol_T",-0.401,0.1526,-2.2031,0.7112,0.1174,0.0595,75.32,0.05207,"FALSE",0.9337687,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","TG",-0.36,0.4948,-12.1758,0.2842,0.1514,0.1252,76,0.2302,"TRUE",0.9457531,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","LDL",-0.3324,0.119,-2.027,0.6562,0.0934,0.0503,76,0.06702,"TRUE",0.9457531,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","HDL",0.0156,0.8484,2.4079,0.176,-0.0072,0.0194,75.47,0.712,"FALSE",0.9759918,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","CRP",-0.0042,0.8355,-0.108,0.8051,0.0066,0.0048,75,0.1752,"TRUE",0.9457531,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","ApoB",-0.183,0.2576,-1.9196,0.5792,0.0822,0.0332,73.99,0.01555,"FALSE",0.825245,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","HDL_LDL",0.0011,0.2893,0.0256,0.2671,-4e-04,2e-04,75.99,0.08916,"FALSE",0.9457531,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.64","Chol_T_HDL",-0.0073,0.2753,-0.2248,0.1222,0.0035,0.0015,75.88,0.02453,"FALSE",0.9337687,"DG(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z)/0:0)","",23,5.679,5.73355,658.5419,660.5415
"M.65","SBP",0.0523,0.6918,-2.853,0.3159,0.002,0.0208,61,0.925,"TRUE",0.9996524,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","DBP",-0.0189,0.8134,-0.7559,0.6599,2e-04,0.0126,61,0.9889,"TRUE",0.9996524,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","Insulin",-0.0135,0.8334,-0.3662,0.7872,-0.0087,0.0093,75,0.3523,"TRUE",0.9457531,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","Chol_T",-0.2228,0.3851,-3.7046,0.4933,-0.1098,0.0348,73.99,0.002335,"FALSE",0.2994405,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","TG",-0.208,0.693,-14.8549,0.1838,-0.0539,0.0755,76,0.4772,"TRUE",0.9477185,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","LDL",-0.2021,0.329,-3.3315,0.4451,-0.0752,0.0296,76,0.013,"TRUE",0.7724465,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","HDL",0.0345,0.6581,2.7843,0.09361,-0.0274,0.0112,76,0.01632,"TRUE",0.8296806,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","CRP",-0.0028,0.8909,-0.2795,0.5159,0.0033,0.003,75,0.2734,"TRUE",0.9457531,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","ApoB",-0.0921,0.5681,-3.2649,0.3407,-0.0393,0.0209,74.98,0.06416,"FALSE",0.9457531,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","HDL_LDL",8e-04,0.4791,0.0333,0.1416,1e-04,1e-04,72.73,0.4461,"FALSE",0.9457531,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.65","Chol_T_HDL",-0.0049,0.4715,-0.2986,0.04411,1e-04,0.001,72.71,0.943,"FALSE",0.9996524,"C150 - 4.583625","",157,4.583625,4.7548,830.5604,831.5615
"M.66","SBP",0.0607,0.6479,-2.8888,0.3019,0.0125,0.0271,61,0.6459,"TRUE",0.9759918,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","DBP",-0.0097,0.9036,-0.847,0.6146,0.014,0.0163,61,0.3928,"TRUE",0.9457531,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","Insulin",-0.027,0.6733,-0.4053,0.765,-0.0104,0.0128,75,0.4174,"TRUE",0.9457531,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","Chol_T",-0.2534,0.3393,-5.1418,0.3594,0.1218,0.0483,73.79,0.0138,"FALSE",0.7843652,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","TG",-0.1499,0.7705,-16.2082,0.1385,0.2035,0.1022,76,0.0501,"TRUE",0.9337687,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","LDL",-0.2276,0.2797,-4.301,0.3335,0.0773,0.0417,76,0.06775,"TRUE",0.9457531,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","HDL",0.0159,0.844,2.5112,0.1433,0.0101,0.016,76,0.5311,"TRUE",0.9759918,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","CRP",0.0012,0.9518,-0.2531,0.5583,0.0018,0.0041,75,0.6655,"TRUE",0.9759918,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","ApoB",-0.101,0.5336,-3.9508,0.2542,0.0551,0.0274,69.53,0.04858,"FALSE",0.9337687,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","HDL_LDL",7e-04,0.5094,0.0355,0.115,-3e-04,2e-04,75.17,0.1456,"FALSE",0.9457531,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.66","Chol_T_HDL",-0.004,0.5543,-0.3052,0.03917,0.0016,0.0013,75.15,0.217,"FALSE",0.9457531,"C155 - 1.3790001","",101,1.379,1.395517,282.6241,564.2448
"M.67","SBP",0.0518,0.6945,-2.7569,0.3253,-0.0045,0.0205,61,0.8253,"TRUE",0.9851732,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","DBP",-0.022,0.7787,-0.5557,0.7378,-0.0189,0.0122,61,0.1249,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","Insulin",-0.0274,0.6668,-0.3795,0.7788,-0.0116,0.0103,75,0.2638,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","Chol_T",-0.3157,0.2637,-4.7398,0.4275,0.0124,0.0411,73.65,0.763,"FALSE",0.9790008,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","TG",-0.3594,0.471,-13.4495,0.2053,-0.2395,0.0812,76,0.004224,"TRUE",0.386562,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","LDL",-0.2442,0.2481,-4.3698,0.3294,0.0533,0.0343,76,0.1247,"TRUE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","HDL",0.014,0.8633,2.4968,0.1524,0.0077,0.0131,75.99,0.5595,"FALSE",0.9759918,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","CRP",-0.0039,0.8381,-0.1756,0.6673,-0.0094,0.0031,75,0.003501,"TRUE",0.3725445,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","ApoB",-0.1295,0.4317,-3.6789,0.2952,-4e-04,0.0232,71.15,0.9851,"FALSE",0.9996524,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","HDL_LDL",8e-04,0.4505,0.0354,0.1108,-2e-04,2e-04,75.98,0.3438,"FALSE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.67","Chol_T_HDL",-0.0052,0.4428,-0.2916,0.04958,-8e-04,0.0011,75.89,0.4368,"FALSE",0.9457531,"TG(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","",5,7.503,7.475417,971.7115,973.7186
"M.68","SBP",0.0312,0.813,-2.8052,0.3107,0.0285,0.025,61,0.2586,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","DBP",-0.0253,0.7535,-0.7519,0.6552,0.0086,0.0153,61,0.5754,"TRUE",0.9759918,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","Insulin",-0.0288,0.6521,-0.4664,0.7298,0.0119,0.0111,75,0.2876,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","Chol_T",-0.3005,0.285,-4.6347,0.4342,-0.0361,0.045,75.81,0.4252,"FALSE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","TG",-0.2475,0.6386,-15.3008,0.1718,-0.0132,0.0923,76,0.8868,"TRUE",0.9955923,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","LDL",-0.2501,0.2432,-3.9512,0.382,-0.031,0.0374,76,0.4095,"TRUE",0.9457531,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","HDL",0.0129,0.8737,2.5569,0.1414,-0.004,0.0142,72.15,0.778,"FALSE",0.9802088,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","CRP",9e-04,0.9652,-0.2431,0.5737,-9e-04,0.0036,75,0.8068,"TRUE",0.9851732,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","ApoB",-0.1263,0.4435,-3.6824,0.2936,-0.0054,0.0256,74.97,0.8344,"FALSE",0.9851732,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","HDL_LDL",8e-04,0.4484,0.0342,0.1306,1e-04,2e-04,73.32,0.6461,"FALSE",0.9759918,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.68","Chol_T_HDL",-0.005,0.4656,-0.2981,0.04441,2e-04,0.0012,73.51,0.8575,"FALSE",0.9893887,"TG(22:5(7Z,10Z,13Z,16Z,19Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]","",79,8.033,8.022866,977.7573,978.7602
"M.7","SBP",0.082,0.579,-3.6128,0.2568,-0.0514,0.0181,48.65,0.006466,"FALSE",0.5307829,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","DBP",-0.0081,0.9183,-1.1728,0.4863,-0.028,0.0112,58.78,0.01563,"FALSE",0.825245,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","Insulin",-0.0162,0.8024,-0.5119,0.7066,-0.0054,0.0091,75,0.5587,"TRUE",0.9759918,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","Chol_T",-0.2806,0.3227,-5.0672,0.3968,-0.0382,0.0349,66.16,0.2776,"FALSE",0.9457531,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","TG",-0.1473,0.7785,-16.3709,0.1402,-0.1026,0.0739,76,0.1693,"TRUE",0.9457531,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","LDL",-0.267,0.2179,-3.9615,0.3841,-4e-04,0.0304,76,0.9892,"TRUE",0.9996524,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","HDL",0.029,0.7278,2.3702,0.1821,-0.0177,0.0112,70.94,0.1197,"FALSE",0.9457531,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","CRP",0.0035,0.8659,-0.2687,0.5326,-0.0028,0.0029,75,0.3381,"TRUE",0.9457531,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","ApoB",-0.1278,0.4406,-3.6945,0.2927,-0.0013,0.0199,65.25,0.9488,"FALSE",0.9996524,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","HDL_LDL",0.001,0.3308,0.0324,0.1524,-2e-04,1e-04,71.51,0.2232,"FALSE",0.9457531,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.7","Chol_T_HDL",-0.0054,0.4355,-0.2931,0.04858,5e-04,9e-04,71.64,0.6162,"FALSE",0.9759918,"C19 - 0.2272","",127,0.2272,NA,141.9586,120.0654
"M.70","SBP",0.0423,0.7504,-2.9568,0.2919,-0.012,0.0222,61,0.5892,"TRUE",0.9759918,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","DBP",-0.0348,0.6615,-0.989,0.5539,-0.0187,0.0132,61,0.1634,"TRUE",0.9457531,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","Insulin",-0.0266,0.682,-0.5205,0.7034,-0.0043,0.0108,75,0.6952,"TRUE",0.9759918,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","Chol_T",-0.2849,0.3108,-4.2253,0.4742,0.0346,0.0416,68.78,0.4086,"FALSE",0.9457531,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","TG",-0.2114,0.6906,-14.7929,0.1876,0.0431,0.088,76,0.6259,"TRUE",0.9759918,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","LDL",-0.2426,0.2626,-3.6652,0.4199,0.0247,0.0358,76,0.4927,"TRUE",0.9568062,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
"M.70","HDL",0.0176,0.8287,2.6377,0.1261,0.0069,0.0135,76,0.6108,"TRUE",0.9759918,"PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))","",47,4.834,4.837733,858.6002,859.6035
